"date","time","account","text"
"2024-12-10","11:58:02","インドアなアウトドア派@indoornaoutdoor","忘年会とか「無礼講」のイメージがあるけど、カタルシスがあるのかな？#mgtorg2024"
"2024-12-10","11:58:22","ペパーミント@If8Rywjdt","「カタルシス」。懐かしい、、高校の哲学#mgtorg2024"
"2024-12-10","12:00:07","ペパーミント@If8Rywjdt","「越境」。
違和感を味わう…。まだできてないなぁ#mgtorg2024"
"2024-12-10","12:00:32","しずの@ofRKrrWtqa87140","「自分らしくないかも…？」みたいなことすると結構面白いよね
他者に依らずに当たり前を揺さぶれる方法の1つなのやもしれん#mgtorg2024"
"2024-12-10","12:02:58","ぽぽ@XcClFOZXcL85543","新しい世界に触れる気力がなくなるのは悲しいなぁ

きっと今1番気力と行動力がある時期だろうから、ちょっと冒険するつもりで新しい所に飛び込んでみよう#mgtorg2024"
"2024-12-10","12:03:12","けいたつ I 若者の機会損失をゼロにする@_kk_marumaru","毎日越境したい
家にいる時間が短ければ短いほど経験は豊富になっていくはずだあああ#mgtorg2024"
"2024-12-10","12:04:24","ぽぽ@XcClFOZXcL85543","会社で実績を積む
=成功のしすぎ？#mgtorg2024"
"2024-12-10","12:07:50","味噌ラーメン@yuta_mgtorg2024","いつも同じ人と一緒にいるときに感じるべきことは、安心感ではなく危機感？#mgtorg2024"
"2024-12-10","12:08:18","けいたつ I 若者の機会損失をゼロにする@_kk_marumaru","何かを変えなきゃと思ってる時に具体的にどこまで落とし込めるかが全てだと思います。
いつまでに変えるのか、何を変えるのか、変えるためには何をするのか、
例えば大学の課題を出せてない状態が続いている時、何を、いつまでに、どうやって改善するのか決めないと人は動きませんね#mgtorg2024"
"2024-12-10","12:08:38","ペパーミント@If8Rywjdt","「継続」、「未知のものへ進んでいく」
この二つを同時に進めていきたいなぁ。#mgtorg2024"
"2024-12-10","12:09:04","まる@oDApfas7DPvsAp3","高校や中学の教室は閉ざされてる。
”みんな同じ”を知らぬ間に強要されてる感覚がある#mgtorg2024"
"2024-12-10","12:09:56","ぽぽ@XcClFOZXcL85543","インターン先の最寄り駅に早めに行って、目的地もなく散策したり目に止まった飲食店に入ってみるのが最近楽しい

これも世界を広げることに繋がってたらいいな#mgtorg2024"
"2024-12-10","12:11:10","上腕三頭筋@jo13tokin","毎日パターンを壊し、いつもと違うことを違うやり方でやっていく#mgtorg2024"
"2024-12-10","12:11:22","こんぺい@yu813508346040","自分と違う人に対して、すぐ人に合わせにいっちゃう気がする
他人と違うことを楽しむ#mgtorg2024"
"2024-12-10","12:11:53","味噌ラーメン@yuta_mgtorg2024","比較して、良い悪いではなくて、それぞれどんな考えや価値観があるのかを考える？#mgtorg2024"
"2024-12-10","12:14:39","まる@oDApfas7DPvsAp3","春休み！どんな人に会おう！ どんな場に出かけよう！自分の世界広げたいし、新しい越境先にも行きたい！大チャンス！！#mgtorg2024"
